event_time,duration
1135603383.86523,0.0625
1133964103.99219,0.375
1133146411.38867,0.5
1133964420.33594,0.40625
1130476504.74219,1.0
1131108202.82422,0.75
1130518672.12891,0.25
1133161936.17578,0.75
1131989740.87891,0.625
1131567447.58203,1.125
1128952558.48242,0.5
1134340276.49609,0.427740007638931
1135715554.61523,0.75
1126793808.60742,0.5
1133738972.77148,0.125
1132933071.51953,1.0
1131285419.31641,0.1875
1129254331.33984,0.375
1132266874.83203,0.5
1133997037.11328,0.25
1134569501.37891,0.775150001049042
1135471914.02148,1.25977003574371
1132049851.69141,0.875
1134339422.47266,0.5
1134308746.71484,1.125
1132065674.14648,1.0
1128277284.41406,0.596679985523224
1129749985.38672,0.5
1135863164.42578,0.4375
1132922118.40234,0.75
1134266632.26172,0.625
1127241941.46289,0.4375
1132844622.83984,1.25
1127221783.90039,0.375
1133737001.86328,0.761839985847473
1134395486.75391,1.0
1127442121.8457,0.1875
1131102005.14453,3.25
1131639784.32422,1.0
1134438020.21484,0.25
1134163238.61328,0.375
1133886646.22266,0.506839990615845
1132917747.74609,0.75
1130418284.73047,0.875
1130137077.52539,0.5
1130772682.36328,0.43163999915123
1134574653.99609,0.875
1133874202.12891,0.75
1134977960.74805,0.1875
1129118419.21094,0.625
1133157104.45312,1.5
1133947069.83984,1.06384003162384
1134572641.20117,0.5
1134157589.13281,0.5
