event_time,duration
1268161945.02881,2.75
1268300462.54101,2.28711009025574
1268232717.06543,2.09766006469727
1268047599.10156,1.75
1268087505.62891,1.75
1268142296.02734,2.25
1268196226.81641,3.0
1268262373.16016,2.5
1268088459.43359,2.75
1268117141.26172,4.5
1268303473.10156,1.25
1268439452.45605,2.25
1268313090.08887,1.75
1268351513.19922,4.0
1268448361.44141,2.25
1268439926.5835,2.0
1268513904.54297,2.14745998382568
1268509241.04297,2.25
1268544083.11719,4.0
1268528321.94531,2.0
1268590006.46875,2.59570002555847
1268557636.41797,3.0
1268888641.67871,2.0
1268625447.50098,2.75
1268805550.97656,2.25
1268844539.53516,3.75
1268904287.8999,2.0
1268911465.35547,5.375
1268992029.83984,4.25
1268965654.48047,2.5
1238115757.70703,5.75
1238163088.69922,2.5
1238189606.02344,2.09862995147705
1238271293.90625,1.90918004512787
1238387256.12109,3.04590010643005
1238381087.30859,5.27002000808716
1238392429.81006,4.11962985992432
1238273365.88672,2.75
1238328343.43359,3.09961009025574
1238380494.44141,3.25830006599426
1238421697.30859,2.35840010643005
1238402690.73047,5.0
1238412461.46094,8.22998046875
1238452099.53125,2.14063000679016
1238459554.19531,2.25
1238457571.82812,3.33887004852295
1238583602.90234,4.0
1238552852.91016,4.0
1238468159.66797,2.75
1238571656.22266,7.03418016433716
1238575751.66797,4.84131002426147
1238917085.78906,2.05518007278442
1238619604.74609,8.75
1238690266.31641,4.25
1238780244.24609,3.0
1238904980.33203,2.75
1238904415.88672,3.75
1238651539.16797,6.0
1238657508.96484,5.0
1238735443.37891,2.62207007408142
1238833587.80469,7.5
1238922230.98828,6.0
1239025615.98828,2.0
1239000916.01953,2.0
1239006571.98828,4.0
1239064492.11719,3.5
1239413864.22266,4.36426019668579
1239079125.53467,2.2679500579834
1239419532.43359,4.0
1239081357.03149,6.55811023712158
1239093410.21484,2.93114995956421
1239151149.39453,4.0
1239758858.21558,4.11670017242432
1239680386.1875,2.53893995285034
1239681774.69922,3.5
1239688185.9375,6.04004001617432
1239892160.29297,2.25
1239802922.75391,6.5
1239941770.87109,2.75
1239954649.31738,2.0
1239949004.17578,2.75
1239963441.32422,5.0
1240138530.04297,3.25
1239980304.63672,8.25
1239995128.80078,8.0
1239994947.21973,1.75
1240019602.41016,4.50147008895874
1240035368.8125,3.27733993530273
1240121260.08984,8.0
1240134312.01636,5.01807022094727
1240190199.58203,5.26758003234863
1240305671.41016,6.5
1240211233.09766,4.25
1240262746.05078,2.43945002555847
1240270516.05078,8.0
1240292628.62109,4.75
1240233783.15234,5.07714986801147
1240294861.00391,5.5
1240339555.96435,2.94824004173279
1240320462.23828,6.52343988418579
1240356706.33203,5.33593988418579
1240398749.53516,5.02343988418579
1240382488.08496,7.0
1240392465.88672,6.25
1240598611.71631,6.25
1240438734.48438,4.0
1240556319.85547,9.0
1240406258.64062,2.93457007408142
1240487902.75391,10.0
1240509082.70874,4.75
1240598410.89551,2.84277009963989
1240645316.27344,2.25
1240748297.07422,4.5
1240823641.19189,5.11133003234863
1240784642.58984,3.25
1240815433.17969,5.75
1240953690.0625,1.71533000469208
1240892820.06738,2.72558999061584
1240915160.16797,5.14014005661011
1240822525.5415,2.31079006195068
1240958890.29883,2.05858993530273
1241030745.00391,3.75
1240959851.13281,5.0
1240963111.01953,2.5
1240995976.92578,2.75
1241016640.875,4.11962985992432
1241244968.72266,3.75
1241207796.40234,3.25
1241058722.36328,1.75
1241232350.52344,2.25
1241263864.71484,3.55762004852295
1241263617.59424,3.25
1241309397.64453,3.05858993530273
1241270280.70703,5.05725002288818
1241268857.92578,4.0
1241327358.75391,2.0
1241753531.91797,3.83788990974426
1241335251.94531,2.5
1241336041.91797,1.25
1241406860.53906,4.0
1241493938.58984,1.75
1241517681.20312,3.40746998786926
1241579764.52734,3.0
1241622449.17578,4.5
1241696358.125,2.80858993530273
1241721274.29297,3.13379001617432
1241479188.11328,4.5625
1241520872.05078,4.041259765625
1241524769.83716,0.75
1241757774.70703,5.0
1242071338.63281,5.25
1241847759.6875,3.03320002555847
1242021393.13672,4.25
1241771929.56641,3.0
1241807530.9375,4.875
1241946673.10742,2.5
1242146278.03516,3.16601991653442
1242081777.57422,5.5
1242100094.85938,4.5
1242100469.33203,2.25
1242259176.94385,4.5
1242166002.88281,2.25
1242191273.9375,1.875
1242267163.08203,2.05957007408142
1242265652.79688,1.5
1242289446.63672,1.25
1242463167.23438,2.5106201171875
1242344987.58984,0.166989997029305
1242375563.94238,2.0
1242312530.875,7.5
1242312538.46875,2.15844988822937
1242329327.73047,2.25
1242466481.43359,6.75
1242730504.59766,3.0
1242481721.15234,5.70801019668579
1242530086.71094,5.5
1242562678.55078,4.5
1242470585.17578,4.34057998657227
1242567275.13672,7.39745998382568
1242579858.29883,4.23827981948853
1242623929.75781,5.25
1242637503.78125,2.76074004173279
1242648577.14844,3.02637004852295
1242728894.26172,3.5
1242735960.02344,2.25
1242766762.51172,4.25
1242754811.76562,4.0
1242791138.25781,4.5
1242915107.49609,4.0
1242792490.66016,6.5
1242796180.86719,3.5
1242857356.62109,7.75
1242863375.87891,4.28418016433716
1242876478.58984,4.0
1243030181.36719,3.25
1243000549.01416,2.0
1242940829.16406,4.5
1243010360.36719,4.0
1243037833.41016,4.5
1243157974.80859,5.75
1243130546.05078,6.75
1243115007.61719,4.75
1243234005.10547,3.5
1243169290.27734,3.0
1243227334.87891,3.5
1243391498.33594,4.28027009963989
1243241229.26953,5.75
1243322140.94482,2.25
1243349252.42578,4.25
1243355802.91797,3.0
1243457718.16016,2.0
1243592349.03516,6.5
1243482038.97266,4.0
1243784809.42602,1.25
1243609944.76953,2.75
1243731597.88428,0.75
1243757044.10999,1.75
1243759619.34766,2.0
1244019789.61328,4.34569978713989
1243892692.74609,5.75
1243976417.61475,2.0
1244019546.33984,5.62694978713989
1244134750.90234,4.27930021286011
1244060770.54688,1.75
1244128239.21875,2.0
1244030692.72461,1.34081995487213
1244140667.34766,4.25
1244171979.31641,4.75
1244155916.63672,4.25
1244181618.12891,2.25
1244284540.91406,4.51293992996216
1244220210.71875,21.5
1244265035.86719,3.5
1244260318.58203,4.25
1244554182.86328,6.5
1244321349.78882,1.0
1244356910.61719,3.0
1244367360.87109,4.0
1244378733.03125,23.0
1244405638.27344,4.5
1244532630.89014,2.0
1244646319.67578,4.25
1244638162.17578,1.75
1244605926.75,5.0
1244700938.875,1.0
1244667949.81641,3.12987995147705
1244760148.875,10.0
1244717127.78516,4.25
1244758787.76245,2.0117199420929
1244728240.82031,5.31934022903442
1244734133.61328,3.82715010643005
1244882105.16797,4.5
1244859591.875,5.09277009963989
1244812195.875,2.0
1244870662.125,1.5
1244870382.88672,2.75
1245063186.125,1.5
1244900828.875,11.0
1245043184.7627,2.75
1245134573.66016,4.25
1245120053.25391,4.0
1245072051.10156,2.5
1245107956.31641,2.5
1245126518.875,9.5
1245156179.13281,4.06835985183716
1245162276.55078,3.75
1245533101.58984,4.20214986801147
1245308244.08594,2.5
1245490357.8125,3.77929997444153
1245241621.12891,2.75
1245292471.97656,2.25048995018005
1245414541.875,6.0
1245574031.91016,6.74608993530273
1245537350.12109,2.75
1245539867.19922,3.90917992591858
1245723804.80078,1.25
1245652793.01953,2.90038990974426
1245606219.26172,4.0
1245630668.03906,4.5
1245727407.72266,2.2714900970459
1245873393.04297,4.0
1245770581.42578,4.0
1245804964.31641,4.5
1245747981.67969,2.75
1246174278.05469,4.25
1246001901.30469,5.01562023162842
1246100005.80078,2.5
1246173238.24219,5.3027400970459
1246071946.35547,3.75
1246311173.92578,3.99707007408142
1246393038.72266,5.0
1246360733.875,8.5
1246315570.98047,2.12891006469727
1246538640.91797,3.73193001747131
1246480179.74316,1.5
1246534841.43359,4.14184999465942
1246627966.125,2.0
1246545915.875,6.0
1246561281.61328,4.02539014816284
1246599494.37109,7.08446979522705
1246601899.35547,8.68115043640137
1247678828.80859,4.55420017242432
1246632182.11328,2.25
1246875713.78516,4.5
1246928661.73828,2.5
1246781107.0625,3.0
1246781106.69922,2.5
1246884912.43359,6.0
1246937332.125,0.75
1247871399.16016,4.0
1247834503.73828,3.25
1248066527.57031,2.625
1247908037.71094,5.0
1247959804.125,2.25
1248056864.16406,4.96581983566284
1248108622.67578,3.07860994338989
1248089324.10156,3.15722990036011
1248120024.85547,4.67627000808716
1248187348.125,2.0
1248176744.85156,7.5
1248475336.69141,5.59668016433716
1248208050.72266,2.25
1248320439.02734,4.25
1248451713.67969,2.5
1248203843.64062,0.75
1248338009.16016,4.86620998382568
1248378072.09375,4.25
1248467231.56641,4.0
1248583922.69141,4.75
1248479194.81641,2.08788990974426
1248776387.02734,0.375
1248673336.18652,3.0
1248677865.35547,4.0
1248757454.02344,1.75
1248843158.34473,2.25
1248878832.35547,3.0
1248977647.58203,4.5
1248988063.44141,0.817380011081696
1249047123.45605,3.5
1248997048.27734,4.0
1249031097.33154,2.02538990974426
1249287034.34766,6.0
1249050926.45312,3.5
1249077240.52344,2.5
1249102900.875,9.25
1249157585.13476,1.95068001747131
1249259199.875,8.25
1249209243.08984,5.75
1249212865.875,4.66112995147705
1249212600.56641,4.75
1249299822.23828,3.5
1249295530.875,5.25
1249314502.82422,2.75
1249310907.48828,3.25
1249431377.84766,2.53442001342773
1249423775.875,9.5
1249330553.19922,2.5
1249420672.16016,2.75
1249504983.11328,4.25
1249484742.78613,1.57030999660492
1249568716.875,7.25
1249541706.13281,2.68554997444153
1249524261.04688,2.31201004981995
1249566547.64062,2.25
1249563536.38281,3.5
1249595295.59766,3.75
1249605198.875,6.5
1249691780.07373,1.75
1249683230.52246,2.08716011047363
1249845734.875,7.41162014007568
1249772204.875,11.0
1249844986.89258,1.75
1250077538.44922,3.60351991653442
1249987967.90234,4.25
1249955778.875,8.32520008087158
1250039097.75,4.0
1250146759.875,1.5
1250238213.04688,8.52295017242432
1250254189.96484,7.0
1250238344.07812,7.25
1250287197.68164,1.44774997234344
1250284830.64062,3.25
1250285370.82031,1.75
1250344452.39062,6.125
1250287378.35938,1.3115199804306
1250290808.64844,1.72240996360779
1250290465.79688,1.25
1250298023.19531,2.5
1250342034.78906,3.0625
1250342347.21094,1.5
1250343457.44531,1.59570002555847
1250379927.99414,1.0
1250379698.96875,1.5
1250379857.40625,2.0
1250381012.57617,1.66602003574371
1250381127.90869,0.375
1250385364.47656,1.0
1250381136.28906,0.5
1250382041.69531,1.81591999530792
1250389941.57031,1.25
1250427482.875,5.625
1250412619.31641,4.25
1250438156.78516,4.42089986801147
1250450920.70312,2.5
1250504719.60938,1.75
1250465096.95312,2.5
1250469930.08984,2.27050995826721
1250469863.38281,1.51660001277924
1250472888.53906,1.0
1250504438.27344,0.75
1250451539.23242,1.29980003833771
1250464992.96875,2.25
1250504544.55469,3.5
1250528582.99219,2.25781011581421
1250508394.10938,1.72558999061584
1250546555.30469,1.50415003299713
1250528479.78711,1.0
1250612653.22656,1.5
1250562234.95312,1.5
1250613718.20312,1.0
1250599264.88476,2.25
1250618780.32812,2.25
1250615296.53906,3.0
1250692471.17969,1.75
1250618774.72656,1.25
1250639235.19531,1.75
1250656772.01562,1.54199004173279
1250667337.36572,2.75
1250621368.46094,1.5
1250654822.92188,1.0
1250667950.58594,1.25
1250761828.79688,1.39061999320984
1250703445.75,14.125
1250757707.25781,1.5
1250697108.07031,1.75
1250775266.36328,3.84862995147705
1250865984.42188,2.27741003036499
1250808929.81738,1.5
1250832127.60815,3.0
1250936178.49219,1.0
1250933775.11328,2.34082007408142
1251018671.875,6.5
1251009947.13281,5.0
1251026609.57812,1.75
1251027292.75,3.0
1251079913.75781,1.84179997444153
1251034171.875,1.25
1251044317.49219,1.5
1251047892.14062,1.25
1251047880.60156,0.75
1251072917.74609,4.0
1251080074.36328,1.75
1251047860.51758,0.375
1251091660.50781,2.5
1251092669.82812,1.5
1251091786.16406,1.75
1251091680.08594,2.5
1251092153.46875,2.25
1251091777.32812,1.0
1251092922.73438,1.5
1251205618.96094,1.75
1251137624.55469,3.75
1251139886.21094,1.5
1251194409.91797,6.75
1251093779.75,4.58789014816284
1251204826.32031,1.76610994338989
1251215036.38281,1.5
1251210573.17969,1.5
1251218591.64844,1.0
1251216347.92188,1.5
1251226325.39844,1.76074004173279
1251233532.81641,1.75
1251228488.42578,2.29688000679016
1251233206.43359,2.5
1251231776.16016,2.0
1251233368.38281,1.75
1251228328.89844,1.75
1251234691.11719,1.75
1251241473.25391,2.5
1251236860.89844,1.75
1251270564.29688,1.25
1251249138.03125,0.75
1251259549.95703,4.25
1251276849.65625,1.76464998722076
1251271745.23828,3.0
1251275527.95312,2.25
1251274792.48047,2.5
1251301844.46094,1.61756002902985
1251279055.29688,1.5
1251305770.60938,1.5
1251302478.14453,4.0
1251303868.07031,1.25
1251363808.45312,2.01465010643005
1251327110.97656,3.6464900970459
1251365752.73438,1.0
1251416430.63281,2.25
1251365972.32812,1.5
1251380558.79297,2.82715010643005
1251430131.96094,1.5
1251427695.03906,1.5
1251446427.42969,1.5
1251438836.28516,2.25
1251445833.64844,1.0
1251499064.44531,1.5
1251448404.63672,0.875
1251485132.96094,1.5
1251492774.14062,1.43798995018005
1251539485.96875,0.75
1251532169.875,6.00585985183716
1251530722.52344,1.25
1251515545.41797,2.53516006469727
1251547498.45312,2.28125
1251541707.10351,1.75
1251543032.85938,1.25
1251545566.02344,1.75
1251550061.77344,0.5
1251547576.66406,1.75
1251549683.36719,1.25
1251549032.23438,1.71117997169495
1251717028.95312,1.5
1251640499.36719,1.51024997234344
1251645298.25781,3.5
1251825308.51562,0.5
1251753970.875,8.0
1251786432.60645,2.53125
1251817928.63281,8.25
1251728646.75,3.75
1251803246.125,2.09277009963989
1251868410.24609,4.5
1251830193.9375,1.0
1251877966.52734,3.0
1251870531.44678,1.5
1251909775.58594,3.65137004852295
1251897160.26953,4.5
1251896271.16895,2.03076004981995
1252206902.74609,1.75
1251930987.58203,3.25
1251974762.53906,2.5
1251984039.67578,2.44433999061584
1252066622.67578,3.0
1252106513.11328,0.26952999830246
1252137768.07812,0.5
1252252500.55859,3.75
1251947001.30859,5.5
1252091634.16797,2.53711009025574
1252194103.3772,0.0234399996697903
1252382869.82422,2.75
1252283470.16797,2.37695002555847
1252290434.97266,2.75
1252420108.59766,3.75
1252388287.65234,3.75
1252388604.24609,4.75
1252470583.54688,1.5
1252423150.99609,4.02245998382568
1252511485.73047,4.25
1252531915.22266,2.75
1252484159.27734,4.5
1252529375.87109,2.75
1252538002.36328,4.0
