event_time,duration
1134205087.63379,5.0
1135520298.625,5.51416015625
1128007752.96875,7.67577981948853
1135631163.25146,2.75
1126691331.9375,8.375
1127460548.96875,5.5
1129824032.96875,7.8125
1136880029.46875,4.21875
1128299088.96875,6.85156011581421
1129052626.71875,6.76952981948853
1129463778.9375,4.625
1133211515.875,8.5
1136695549.94922,2.0
1129776758.9375,7.09375
1129294715.9375,7.375
1130094725.3125,2.63452005386353
1133534218.67188,6.0
1128826888.76855,0.0429700016975403
1130266248.15625,5.01073980331421
