event_time,duration
1268031930.82226,0.75
1268148626.85938,2.25
1268248869.14355,1.0
1268321714.61426,1.0
1268253847.6748,2.75
1268263823.56055,4.25
1268148630.22168,0.875
1268148628.80469,0.25
1268361204.53906,1.46094000339508
1268359632.46094,0.442380011081696
1268361423.55859,1.375
1268359615.10938,1.25
1268361426.69531,0.375
1268552149.63672,0.523440003395081
1268411902.125,1.0
1268459305.94531,0.75
1268454927.28931,0.0468799993395805
1268655409.87012,0.5
1268589752.0918,1.58080995082855
1238158634.8833,3.39258003234863
1268630806.27783,2.26465010643005
1268656962.05859,1.78125
1268883928.07422,0.09375
1269001652.31445,1.75
1238158523.27344,0.448240011930466
1238167884.29688,1.28125
1238168307.46094,6.63903999328613
1238241412.50781,0.375
1238178887.41406,2.50683999061584
1238240778.03955,0.821659982204437
1238241193.70312,0.878910005092621
1238293933.69531,1.23241996765137
1238318777.95996,2.5
1238319934.46094,1.0
1238353394.85156,2.5
1238337631.80469,0.285160005092621
1238410416.12744,2.91504001617432
1238379658.93359,0.227540001273155
1238781774.49219,2.10400009155273
1238443134.42969,1.03125
1238652322.44922,0.0976599976420403
1238569671.16797,1.55908000469208
1238732640.45703,5.75439977645874
1238815395.07715,0.398440003395081
1238820788.55078,1.07568001747131
1239635111.88281,1.10839998722076
1238839071.72412,3.25
1239008311.96021,1.5
1239165045.62109,6.03687000274658
1239490328.09326,1.75
1239620793.91016,1.52637004852295
1238853054.64355,2.10205006599426
1239027861.33594,0.3125
1239179289.19434,10.5
1239632717.60938,0.90625
1239973350.44922,4.39452981948853
1239941384.81641,0.375
1240222409.10986,3.01659989356995
1240113414.44141,1.5
1240580740.60547,0.5
1240368094.08594,0.589839994907379
1240439388.15039,0.646489977836609
1240521886.88843,6.0
1240357845.76953,0.375
1240472885.11719,1.25146996974945
1240601655.04688,0.8125
1240600232.11719,0.875
1240587234.10156,2.80847001075745
1240775807.01562,1.625
1240633016.69922,0.1875
1240978286.03125,1.25
1240832396.50391,0.0625
1241768989.93359,0.0468799993395805
1241227321.24902,2.75
1241300386.79346,1.625
1241471132.375,2.90429997444153
1241511761.99023,1.92089998722076
1241629138.0625,0.5
1241683007.875,1.0
1241767306.61475,2.25
1241297926.19141,0.09375
1241304322.56055,1.69433999061584
1241317386.84619,1.875
1241327531.03516,0.375
1241327294.20703,0.779540002346039
1241463927.77344,0.828119993209839
1241562158.66797,0.682619988918304
1241770718.33984,1.55603003501892
1241935487.6499,3.04834008216858
1241782629.30859,0.3125
1241913263.66016,3.11523008346558
1242131910.47266,0.125
1242096547.74609,0.25
1242097251.47656,3.35938000679016
1242097258.86719,1.14061999320984
1242096546.75391,1.375
1242096557.36328,0.34375
1242141329.37891,0.271360009908676
1242109558.83398,4.0
1242141656.32226,0.5
1242141334.24609,0.421880006790161
1242141332.67188,0.4375
1242141550.98438,0.25
1242152716.89062,1.77489995956421
1242203246.48047,0.277339994907379
1242167105.22266,0.679690003395081
1242260991.76172,0.164059996604919
1242258505.44531,1.11231005191803
1242260935.07031,0.375
1242265449.78906,1.5
1242265632.86719,0.944339990615845
1242265503.86328,1.58984005451202
1242265451.69141,1.0
1242288746.1875,0.500980019569397
1242265637.35156,3.0
1242265444.11328,2.07226991653442
1242265628.23438,2.0
1242265618.23828,0.973630011081696
1242265445.27734,1.3125
1242288405.22656,0.410160005092621
1242289517.61719,4.02978992462158
1242289707.04101,0.0664099976420403
1242561829.94214,1.75
1242289731.98047,1.5009800195694
1242290726.33594,1.2695300579071
1242291437.37891,0.625
1242698339.37109,2.75
1242562015.47266,0.505859971046448
1242649102.46094,0.875
1242662373.38281,1.25
1242811272.03906,1.25
1242719540.79688,1.47168004512787
1243173931.1875,1.125
1242844705.57422,0.0625
1242884004.06079,3.875
1243110988.60156,0.375
1243119874.79199,2.0
1242828479.06641,1.3125
1242979365.05859,0.75
1243023305.69141,0.3125
1243251306.0625,1.24317002296448
1243259889.27344,0.375
1243253813.52344,1.5
1243260753.92969,0.75
1243282132.00781,1.39061999320984
1243281929.44531,0.375
1243345571.0625,0.96875
1243312848.70654,2.71387004852295
