event_time,duration
1268137957.60742,0.0625
1268134128.48047,1.29688000679016
1268115579.1582,0.125
1268148625.75195,0.375
1268170223.02344,0.25
1268161946.125,0.5
1268230432.28906,1.25
1268195930.39453,0.25
1268169970.35156,1.25
1268169509.85156,1.5
1268231864.50781,1.25
1268244421.67969,0.75
1268230437.16406,1.0
1268244405.67969,1.25
1268361269.87891,0.5
1268730591.92969,0.5
1268361428.33984,0.09375
1268359613.8623,1.125
1268391642.0918,2.75
1268505878.16406,0.5625
1268737017.64844,0.625
1268956094.66211,1.0
1268789361.82226,1.375
1268730588.82812,0.375
1268750191.11719,0.75
1268865219.98047,1.25
1238165396.68555,1.90625
1268085057.79688,0.1875
1238165537.0918,0.822269976139069
1238165111.69531,1.85839998722076
1238165536.69726,1.0507800579071
1238165223.53418,0.272460013628006
1238163181.37891,1.25195002555847
1238164188.27344,0.88672000169754
1238164332.37109,0.973630011081696
1238165222.69531,0.304690003395081
1238179007.2832,0.95702999830246
1238179767.13672,3.6992199420929
1238178942.28906,1.62109994888306
1238179043.1543,0.516600012779236
1238178586.72656,3.46093988418579
1238182026.90039,0.873049974441528
1238180521.19726,5.5
1238185768.66797,1.44482004642487
1238184611.08789,1.05542004108429
1238184644.52539,2.80663990974426
1238185372.00195,2.73095989227295
1238187885.89404,1.14648997783661
1238188452.58594,1.25585997104645
1238187506.68359,1.875
1238188428.52344,0.273440003395081
1238190735.60351,0.912109971046448
1238188558.97851,4.06835985183716
1238188839.7168,3.75025010108948
1238190256.35156,2.96044993400574
1238188749.30078,0.382809996604919
1238190796.76758,4.88770008087158
1238191154.32226,2.24317002296448
1238190867.66992,3.05920004844666
1238189916.73828,0.944339990615845
1238188746.73047,3.5527400970459
1238190386.77148,2.3554699420929
1238191649.94238,0.36913999915123
1238190969.41601,1.27245998382568
1238243007.19336,0.0331999994814396
1238267687.82812,0.747309982776642
1238267691.33594,1.7678200006485
1238296717.78125,3.00989007949829
1238271479.07031,0.1875
1238269907.02344,0.541750013828278
1238509897.39062,1.5
1238296014.0625,3.0
1238324336.1217,0.712520003318787
1240121942.79297,0.190430000424385
1238768832.59766,1.03723001480103
1239212834.125,2.25
1239527072.05078,0.181889995932579
1239629592.61133,3.0
1239939430.60938,0.375
1239139546.39844,0.875
1239178435.375,2.4179699420929
1239180548.625,2.5
1240030387.39453,0.375
1240263213.95703,0.703610002994537
1240240984.46094,4.5625
1240345450.12891,0.403320014476776
1240322861.46631,0.0195300001651049
1240365863.81641,0.125
1240356615.87891,0.25
1240575485.14453,1.0
1240423889.06641,0.125
1240733706.69922,0.25
1240811026.20312,0.688480019569397
1240811025.82812,0.3125
1240826757.55078,0.4757100045681
1240945179.81445,0.226559996604919
1240925304.22363,0.0234399996697903
1240945181.43555,0.808589994907379
1240945182.5957,0.24413999915123
1240945181.8418,0.17773999273777
1241092815.52734,0.1875
1241303546.58203,0.09375
1241134706.67578,0.15625
1241167371.23242,0.868160009384155
1241492223.16601,0.09375
1241358655.16406,0.504149973392487
1241358847.16992,0.0781200006604195
1241505074.17188,0.28125
1241501633.76562,0.818359971046448
1241591594.10938,0.727050006389618
1241545791.15234,0.09375
1241779414.0625,1.25
1241683016.8125,4.75
1241599385.32324,0.0195300001651049
1241766705.83008,0.21875
1241807810.56396,2.35156011581421
1241789870.125,0.75
1241806271.99609,0.15625
1241791104.875,2.25
1241813988.125,2.37792992591858
1241859807.95703,0.498600006103516
1241846001.67969,0.911130011081696
1241861179.92578,0.125
1242071867.17773,0.0605500005185604
1241920526.55859,0.09375
1241897116.75,12.5
1241912895.16406,0.0781200006604195
1242171774.20312,0.5
1242083377.625,3.0233199596405
1242073186.17188,0.25
1242105013.76562,0.53125
1242105811.40234,0.550289988517761
1242145645.25,4.0
1242209898.23438,0.28125
1242265436.26245,0.0625
1242300062.20312,0.3125
1242412250.50586,0.26172000169754
1242309466.17188,0.34375
1242344562.96094,0.420410007238388
1242445381.03857,0.0507799983024597
1242509725.82812,0.25
1242624153.98438,0.28125
1242519391.92578,0.09375
1242566957.4375,4.80956983566284
1242823671.67529,0.0273400004953146
1242670470.92896,0.0625
1242714602.76929,0.0390600003302097
1242869212.12109,0.134770005941391
1243180077.58203,0.0546899996697903
1242948571.44141,0.3125
1243007791.79297,0.125
1243173586.17188,0.46875
1243225973.57886,0.03125
1243211065.82812,0.0625
1243222822.17188,0.572269976139069
1243189353.79688,1.0634800195694
1243599440.49658,0.0351600013673306
1243359651.3125,1.10741996765137
1243421878.24597,0.101559996604919
1243554613.58984,0.0781200006604195
1243312078.55859,0.0625
1243444345.82812,0.53125
1243561828.41797,2.0
1243645823.14648,0.09375
1243690511.75195,0.449710011482239
1243690508.91797,0.515619993209839
1243660910.01562,0.410160005092621
1243750619.94897,0.0234399996697903
1243715034.76953,0.25
1243738765.82812,0.0625
1243763422.8125,1.0
1243829958.95703,0.0781200006604195
1243899050.86328,0.125
1243888239.73047,0.441410005092621
1244196081.03516,0.271490007638931
1244082452.83984,0.1875
1244132265.98438,0.536130011081696
1244449492.56641,0.157719999551773
1244386366.125,0.5
1244877853.90771,0.0156299993395805
1244693695.22266,0.25
1244745383.55859,0.154300004243851
1244882460.24609,0.0625
1244561062.45703,0.5
1244786661.76172,0.25
1244833856.23096,0.03125
1245003307.55493,0.677739977836609
1245112287.98828,0.219730004668236
1245118214.42383,0.179690003395081
1245414481.9375,6.33520984649658
1245414501.6875,5.10937976837158
1245137605.37646,0.0273400004953146
1245333023.20483,0.03125
1245367436.24023,0.64452999830246
1245589175.58789,0.132809996604919
1245551747.77466,0.963379979133606
1245605439.33789,0.125
1245753080.51807,0.03125
1245631271.04297,0.03125
1245651066.32642,0.0156299993395805
1245667605.38843,0.03125
1245723182.31641,0.125
1245725977.4707,0.09375
1245654752.54248,0.0195300001651049
1245979062.41797,0.15625
1245787717.1875,3.0
1245935754.69141,0.25
1245942856.82617,0.161129996180534
1245819129.88672,0.133790001273155
1245967328.91797,0.1875
1245988042.19141,0.1875
1245998795.90234,0.125
1246099106.65625,6.25
1246674508.45605,1.35058999061584
1246367868.63135,0.514649987220764
1246594407.99902,5.8125
1246675487.55225,0.376949995756149
1246107402.85547,0.573000013828278
1246612078.00098,3.0625
1246612077.99902,3.40625
1246655359.13672,0.226559996604919
1246833035.84766,0.800050020217896
1246815807.17578,0.260740011930466
1246929602.6875,2.47986006736755
1246932452.99902,7.375
1246931571.07605,0.0234399996697903
1247541617.54541,0.11133000254631
1247542466.53369,0.0234399996697903
1247598197.06103,0.03125
1247551569.87573,0.958010017871857
1247560266.94141,0.34375
1247564069.80456,0.00585999991744757
1247567301.54492,0.4375
1247570823.18164,0.0625
1247591601.37891,0.445309996604919
1247800133.15967,0.061039999127388
1247617219.4292,0.03125
1247676858.19751,0.0234399996697903
1247693052.19189,0.101559996604919
1247736248.31372,0.416020005941391
1247866992.67725,0.0234399996697903
1247811291.07568,0.0156299993395805
1247876520.51752,0.155760005116463
1247875337.85791,0.0351600013673306
1247877731.58618,0.436520010232925
1247896047.71533,0.264649987220764
1247882312.50391,0.668950021266937
1247893351.88965,0.0156299993395805
