event_time,duration
1268133946.89844,0.210940003395081
1268133925.70312,0.625
1268133942.80469,0.51952999830246
1268215647.13086,0.171880006790161
1268319197.3125,0.875
1268614171.35938,0.75
1268589502.04688,1.125
1268590021.92188,0.375
1268385037.86719,0.25
1268462430.07422,0.40625
1268520764.76562,1.625
1268604340.28906,0.75
1268730609.85156,0.1875
1268730622.27344,0.625
1268735798.57812,0.8125
1268686767.45312,0.625
1268730648.02344,0.53125
1268730652.92969,0.287349998950958
1268748859.89844,0.3125
1268686787.46094,0.15625
1268750199.00781,0.5
1238155907.44531,0.25
1268750184.80469,0.75
1268965476.95312,0.625
1268955447.10156,0.397460013628006
1268086779.0625,0.75
1238125440.14844,0.125
1268790513.60938,1.0
1268766418.44531,0.75
1268965460.61719,2.0
1238162431.04688,0.410160005092621
1238160258.14062,1.67870998382568
1238158937.42969,0.25
1238160405.23438,0.5
1238162871.42188,0.375
1238162516.86719,0.75
1238162405.79688,0.5
1238162049.28906,0.5
1238162063.33594,0.335940003395081
1238162403.16406,0.1875
1238165716.41406,1.57811999320984
1238162433.01562,0.5
1238162581.35938,0.875
1238162435.89062,0.5
1238164758.95312,0.4375
1238164920.54688,0.75
1238165706.74219,0.328119993209839
1238164410.82812,1.97362995147705
1238165721.24219,1.32811999320984
1238176337.04688,0.25
1238164923.17969,0.719240009784698
1238164908.27344,0.32616999745369
1238164913.08594,0.25
1238164892.04688,1.5
1238176348.42969,1.66247999668121
1238176329.57812,1.57129001617432
1238182306.98438,1.375
1238178411.85938,1.05664002895355
1238183286.82812,1.0
1238178087.45312,0.478150010108948
1238247833.04688,0.15625
1238183285.10938,3.75879001617432
1238244328.98438,0.875
1238243759.51562,1.46387004852295
1238243738.48438,0.375
1238247846.61719,1.03565001487732
1238186602.89062,0.860469996929169
1238247684.82031,0.5
1238247680.01562,0.5
1238266355.29688,0.5
1238248450.39062,5.6875
1238265443.01562,1.125
1238265470.60938,1.1875
1238265433.35938,1.1552699804306
1238265530.70312,2.02209997177124
1238266280.50781,0.75
1238265946.10156,0.929199993610382
1238265843.98438,4.25
1238265955.77344,3.03760004043579
1238266336.85938,0.625
1238265909.25781,3.82520008087158
1238265438.20312,1.5
1238266096.10156,2.8242199420929
1238265925.47656,1.63305997848511
1238264983.95312,0.371089994907379
1238266275.67188,0.25
1238267377.51562,0.875
1238265905.35156,2.61133003234863
1238266970.17188,1.49731004238129
1238267131.70312,1.46875
1238267692.64062,1.42480003833771
1238268053.91406,1.95238995552063
1238266956.57812,1.30469000339508
1238267706.29688,1.82910001277924
1238267697.48438,1.0
1238268093.08594,0.545040011405945
1238268104.70312,0.794920027256012
1238266974.99219,4.50391006469727
1238268058.76562,0.672850012779236
1238268028.28906,0.375
1238268035.76562,1.34057998657227
1238267083.45312,0.625
1238267135.66406,4.85497999191284
1238268639.16406,1.00195002555847
1238267319.32031,0.75
1238267919.73438,0.854610025882721
1238269369.95312,0.65625
1238268636.22656,1.91357004642487
1238268187.29688,0.411619991064072
1238269048.57812,0.875
1238269337.50781,0.71875
1238269386.14062,1.9384800195694
1238268643.01562,0.625
1238269390.99219,0.8125
1238269332.67969,3.125
1238268621.92188,0.710940003395081
1238270469.67969,0.1875
1238269308.98438,1.41253995895386
1238269932.95312,0.75
1238269728.95312,0.814450025558472
1238271638.20312,0.5
1238270313.51562,0.90625
1238270315.70312,1.31396996974945
1238272305.98438,0.666989982128143
1238271475.79688,1.5
1238270287.63281,1.0625
1238328102.85938,0.375
1238294240.30469,1.125
1238294207.73438,0.76172000169754
1238294214.79688,0.853519976139069
1238326218.35938,1.95311999320984
1238326770.26562,4.66356992721558
1238276392.14062,0.59375
1238294201.17188,0.791019976139069
1238325302.82812,1.0
1238327159.21094,1.01074004173279
1238327103.89844,9.75
1238328476.54688,1.67041003704071
1238328916.29688,1.02929997444153
1238328599.60938,1.13085997104645
1238328578.57812,1.28515994548798
1238328098.69531,3.48584008216858
1238331605.47656,0.984380006790161
1238328096.04688,3.25
1238329571.98438,1.09375
1238329546.54688,0.625
1238332127.05469,6.0
1238332092.44531,0.5
1238330428.54688,0.5
1238329390.75781,0.75
1238329551.35938,0.75
1238329541.73438,0.75
1238329576.79688,0.375
